0.0,265.7,491.6,1.0,406.9,161.6,1213.0,783.8,446.5,512.3,489.9,339.4,1900.5,2617.0,815.6
265.7,0.0,757.3,266.7,672.7,427.3,1478.7,752.7,415.4,451.1,755.6,73.7,1869.4,2555.7,1081.4
604.6,870.3,0.0,603.6,197.6,443.0,809.0,1144.2,806.8,1116.9,1.7,890.2,2260.8,3221.5,411.7
1.0,266.7,490.6,0.0,406.0,160.7,1212.0,782.9,445.6,513.3,489.0,340.4,1899.5,2617.9,814.7
406.9,672.7,197.6,406.0,0.0,245.3,806.1,946.5,609.2,919.3,199.3,692.6,2063.2,3023.9,408.7
161.6,427.3,330.0,160.7,245.3,0.0,1051.4,701.2,363.9,674.0,328.3,447.2,1817.8,2778.6,654.0
1213.0,1478.7,809.0,1212.0,806.1,1051.4,0.0,1354.1,1415.3,1725.3,810.7,1498.6,2728.4,3830.0,468.7
1513.9,1482.8,1572.0,1513.0,1676.6,1431.3,1354.1,0.0,1087.6,2026.3,1573.7,1409.1,1499.8,4130.9,1231.7
426.4,395.3,673.7,425.4,589.1,343.7,1395.1,445.0,0.0,938.7,672.1,321.6,1454.0,3043.4,997.8
512.3,451.1,1003.9,513.3,919.3,674.0,1725.3,1296.2,958.9,0.0,1002.3,524.8,2412.8,2104.6,1328.0
606.2,871.9,1.7,605.3,199.3,444.6,810.7,1145.8,808.5,1118.6,0.0,891.8,2262.4,3223.2,413.3
339.4,73.7,777.2,340.4,692.6,447.2,1498.6,679.0,341.7,524.8,775.5,0.0,1795.7,2629.4,1101.3
1601.1,1570.0,1848.4,1600.1,1763.8,1518.4,2569.8,1499.8,1198.7,2113.4,1846.8,1496.3,0.0,4218.1,2172.5
2617.0,2555.7,3108.6,2617.9,3023.9,2778.6,3830.0,3400.8,3063.5,2104.6,3106.9,2629.4,4517.4,0.0,3432.6
815.6,1081.4,411.7,814.7,408.7,654.0,468.7,1355.2,1017.9,1328.0,413.3,1101.3,2471.9,3432.6,0.0
