0.0,2223.9,1793.1,1433.3,1772.4,2877.8,3649.5,1773.7,3503.6,1328.2,1908.9,1617.8,1770.1,2929.0,3178.8,1970.8,1083.5,1280.3,16791.0,7551.5,15313.5,5073.3,2870.1,1437.6
2080.2,0.0,582.8,715.3,376.2,4408.8,6485.3,374.9,1669.4,1393.1,329.5,601.3,1835.0,2993.9,3243.8,177.8,1065.1,1345.2,14956.8,7726.9,13479.2,5248.7,1035.9,711.0
1577.4,1078.7,0.0,288.1,627.2,3097.4,7174.3,628.5,2358.4,890.3,763.7,472.6,1332.2,2491.1,2741.0,825.6,562.3,842.4,15645.8,8416.0,14168.3,5937.8,1725.0,292.4
1364.9,790.6,359.8,0.0,339.1,2884.9,6886.2,340.4,2070.3,677.8,475.6,184.5,1119.7,2278.6,2528.5,537.5,349.8,629.9,15357.7,8127.9,13880.2,5649.6,1436.8,4.3
1704.1,451.5,206.7,339.1,0.0,4470.6,6547.1,1.2,1731.2,1017.0,136.5,225.1,1458.8,2617.7,2867.6,198.4,688.9,969.0,15018.6,7788.8,13541.0,5310.5,1097.7,334.9
2754.0,4492.3,4797.1,2939.0,4590.4,0.0,2316.4,4589.2,5772.0,2833.9,4543.8,4815.6,3602.3,2309.3,4355.2,4392.1,2589.2,2785.9,17080.5,5524.3,15603.0,3046.1,3756.1,2943.2
5212.0,6464.0,6768.9,6901.3,6562.2,2316.4,0.0,6561.0,7743.7,5291.8,6515.5,6787.3,6060.2,4767.3,6813.2,6363.8,5047.2,5243.9,19052.3,7496.1,17574.7,5017.9,5727.8,6897.1
1705.3,450.2,207.9,340.4,1.2,4469.4,6545.8,0.0,1730.0,1018.2,135.2,226.4,1460.1,2619.0,2868.9,197.1,690.1,970.3,15017.3,7787.5,13539.8,5309.3,1096.5,336.1
3399.5,1597.2,1902.1,2034.5,1695.4,5728.1,7804.5,1694.2,0.0,2712.4,1648.7,1920.5,3154.2,4313.2,4563.0,1497.0,2384.3,2664.5,13595.2,9046.2,12117.7,6568.0,2355.2,2030.3
1326.7,1451.4,1020.6,660.8,999.9,2846.6,3618.3,1001.2,2731.2,0.0,1136.4,845.3,441.9,1600.8,1850.7,1198.3,311.1,465.4,16018.5,8788.7,14541.0,6310.5,2097.7,665.1
1840.5,404.8,343.1,475.6,136.5,4424.0,6500.4,135.2,1684.5,1153.4,0.0,361.6,1595.3,2754.2,3004.1,151.7,825.4,1105.5,14971.9,7742.1,13494.4,5263.9,1051.0,471.3
1549.4,676.6,245.8,184.5,225.1,4695.7,6772.2,226.4,1956.3,862.3,361.6,0.0,1304.2,2463.1,2713.0,423.5,534.3,814.4,15243.7,8013.9,13766.1,5535.6,1322.8,180.2
1768.5,1893.3,1462.5,1102.7,1441.8,3629.9,6020.6,1443.1,3173.0,441.9,1578.3,1287.2,0.0,1320.5,1570.4,1640.2,752.9,907.3,13576.1,8303.5,12098.5,5825.3,2539.5,1107.0
3142.6,3024.6,2593.8,2234.0,2573.1,2309.3,4700.0,2574.4,4304.3,1573.2,2709.6,2418.5,1292.9,0.0,2045.9,2771.5,1884.2,2038.6,17591.7,6983.0,16114.2,4504.8,3670.8,2238.3
2986.5,3314.8,2884.0,2524.2,2863.3,4355.2,6745.9,2864.6,4594.5,1863.4,2999.8,2708.7,1583.1,2045.9,0.0,3061.7,2174.4,2328.8,17881.9,9028.9,16404.4,6550.6,3961.1,2528.5
1902.4,253.1,405.1,537.5,198.4,4272.2,6348.7,197.1,1532.8,1215.3,151.7,423.5,1657.2,2816.1,3066.0,0.0,887.3,1167.4,14820.2,7590.4,13342.7,5112.1,899.3,533.2
1136.2,1140.4,709.6,349.8,688.9,2656.2,3427.8,690.1,2420.1,328.1,825.4,534.3,769.9,1928.8,2178.7,887.3,0.0,280.2,15707.5,8477.7,14229.9,5999.4,1786.6,354.0
1319.2,1443.9,1013.2,653.3,992.5,2839.1,3610.8,993.7,2723.7,49.2,1128.9,837.8,491.0,1649.9,1899.8,1190.8,303.6,0.0,16011.0,8781.2,14533.5,6303.0,2090.2,657.6
3203.8,4627.7,4932.6,5065.0,4725.9,1300.4,3376.8,4724.7,5907.4,3283.6,4679.2,4951.0,4052.0,2759.1,4804.9,4527.5,3038.9,3235.7,0.0,5659.8,15738.5,3181.6,3891.5,5060.8
14073.1,12270.8,12575.7,12708.1,12369.0,12856.6,14933.1,12367.8,10981.4,13386.0,12322.3,12594.1,13827.8,11795.6,12045.4,12170.6,13057.9,13338.1,11556.2,0.0,10078.7,14737.8,13028.8,12703.9
4681.3,6105.3,6410.1,6542.6,6203.5,2778.0,4854.4,6202.2,7385.0,4761.2,6156.8,6428.6,5529.6,4236.6,6282.5,6005.1,4516.5,4713.2,1477.6,7137.3,0.0,4659.1,5369.1,6538.3
16551.3,14749.1,15053.9,15186.4,14847.2,15334.8,17411.3,14846.0,13459.7,15864.2,14800.6,15072.4,16306.1,14273.8,14523.7,14648.9,15536.1,15816.3,14034.4,2478.2,12556.9,0.0,15507.0,15182.1
3530.3,1728.1,2033.0,2165.4,1826.3,3453.4,5529.9,1825.0,3007.8,2843.2,1779.6,2051.4,3285.1,4912.1,4693.9,1627.9,2515.2,2795.3,16295.2,6771.6,14817.6,4293.3,0.0,2161.2
1369.2,786.3,355.6,4.3,334.9,2889.1,6881.9,336.1,2066.1,682.1,471.3,180.2,1124.0,2282.9,2532.8,533.2,354.0,634.2,15353.5,8123.6,13875.9,5645.4,1432.6,0.0
