0.0,3384.4,4328.2,866.9,948.6,3484.8,1293.3,7246.2,1832.2,1146.2,3461.3,3354.6,1830.3,2146.6,3215.5,1487.0,3413.5,4137.1
3384.4,0.0,1983.9,3636.6,3705.5,480.9,2707.0,9032.7,1765.3,3903.1,457.3,29.8,1763.4,4903.4,5972.4,3273.5,5199.9,5923.6
4328.2,1983.9,0.0,5195.1,5276.8,1842.5,4282.4,10608.0,3340.7,5474.4,1819.0,1954.1,3338.7,6474.8,7543.7,4848.8,6775.3,7498.9
866.9,3636.6,5195.1,0.0,459.1,3737.0,1545.5,7498.4,2084.4,656.7,3713.5,3606.8,2082.5,1657.0,2726.0,1739.2,3665.6,4389.3
948.6,3705.5,5276.8,459.1,0.0,3805.9,1614.4,7567.3,2153.3,197.6,3782.4,3675.7,2151.4,1197.9,2266.9,1808.1,3734.5,4458.2
3484.8,480.9,1842.5,3737.0,3805.9,0.0,2807.5,9133.1,1865.8,4003.5,38.3,451.1,1863.8,5003.9,6072.8,3373.9,5300.4,6024.0
1293.3,2707.0,4282.4,1545.5,1614.4,2807.5,0.0,6941.6,1154.9,1812.0,2783.9,2677.2,1152.9,2812.3,3881.3,1182.4,3108.8,3832.5
7246.2,9032.7,10608.0,7498.4,7567.3,9133.1,6941.6,0.0,7480.5,7764.9,9109.6,9002.9,7478.6,7168.2,6311.9,6461.7,3832.8,4848.3
1832.2,1765.3,3340.7,2084.4,2153.3,1865.8,1154.9,7480.5,0.0,2350.9,1842.2,1735.5,1.9,3351.3,4420.2,1721.3,3647.8,4371.4
1146.2,3903.1,5474.4,656.7,197.6,4003.5,1812.0,7764.9,2350.9,0.0,3980.0,3873.3,2349.0,1000.3,2069.3,2005.7,3932.1,4655.8
3461.3,457.3,1819.0,3713.5,3782.4,38.3,2783.9,9109.6,1842.2,3980.0,0.0,427.6,1840.3,4980.3,6049.3,3350.3,5276.8,6000.5
3354.6,29.8,1954.1,3606.8,3675.7,451.1,2677.2,9002.9,1735.5,3873.3,427.6,0.0,1733.6,4873.6,5942.6,3243.7,5170.1,5893.8
1830.3,1763.4,3338.7,2082.5,2151.4,1863.8,1152.9,7478.6,1.9,2349.0,1840.3,1733.6,0.0,3349.3,4418.3,1719.4,3645.8,4369.5
2146.6,4903.4,6474.8,1657.0,1197.9,5003.9,2812.3,7717.0,3351.3,1000.3,4980.3,4873.6,3349.3,0.0,1069.0,3006.0,3884.3,4848.8
3215.5,5972.4,7543.7,2726.0,2266.9,6072.8,3881.3,6860.7,4420.2,2069.3,6049.3,5942.6,4418.3,1069.0,0.0,4075.0,3027.9,3992.5
1487.0,3273.5,4848.8,1739.2,1808.1,3373.9,803.6,6461.7,1721.3,2005.7,3350.3,3243.7,1719.4,3006.0,4075.0,0.0,2629.0,3352.6
3413.5,5199.9,6775.3,3665.6,3734.5,5300.4,3108.8,3832.8,3647.8,3932.1,5276.8,5170.1,3645.8,3335.5,2479.1,2629.0,0.0,1015.6
4137.1,5923.6,7498.9,4389.3,4458.2,6024.0,3832.5,4848.3,4371.4,4655.8,6000.5,5893.8,4369.5,4300.1,3443.7,3352.6,1015.6,0.0
