0.0,1402.1,797.8,3680.9,786.0,1415.0,931.3,1131.9,906.9,667.7,1123.6,1079.2,702.0,601.5,905.9,4270.3,992.8,3429.3,3428.7,256.5
1425.7,0.0,1076.0,5163.0,616.1,2897.0,991.7,547.0,533.3,898.3,390.4,322.8,700.1,852.8,1333.1,5752.3,592.4,2872.3,2871.7,1682.3
649.5,1076.0,0.0,4386.8,459.9,2120.8,605.2,805.8,580.8,341.6,797.5,753.2,375.9,223.2,346.8,4976.1,666.7,1886.0,1885.4,906.0
3680.9,5139.3,4535.1,0.0,4523.3,2676.3,4668.6,4869.2,4644.2,4404.9,4860.9,4816.5,4439.3,4338.8,4643.2,589.3,4730.0,7166.5,7165.9,3424.4
809.6,616.1,459.9,4546.9,0.0,2281.0,545.9,345.9,120.9,282.2,337.6,293.2,84.0,236.7,717.1,5136.3,607.3,2256.2,2255.6,1066.2
1415.0,2873.4,2269.1,2676.3,2257.3,0.0,2402.7,2603.2,2378.2,2139.0,2594.9,2550.6,2173.3,2072.9,2377.2,3265.6,2464.1,4900.6,4900.0,1158.5
919.4,991.7,605.2,4692.2,545.9,2426.3,0.0,721.5,458.3,263.7,476.6,668.8,461.9,382.0,862.4,5281.6,421.5,2401.6,2401.0,864.5
1155.5,547.0,805.8,4892.8,345.9,2626.9,721.5,0.0,263.2,628.1,337.2,224.2,429.9,582.6,1063.0,5482.1,685.1,2602.1,2601.5,1412.1
930.5,533.3,580.8,4667.8,120.9,2401.9,458.3,263.2,0.0,362.0,254.8,210.5,204.9,357.6,838.0,5257.2,422.0,2377.1,2376.5,1187.1
691.3,898.3,341.6,4428.6,282.2,2162.6,263.7,628.1,403.1,0.0,619.8,575.5,198.3,118.4,598.7,5017.9,325.1,2137.9,2137.3,947.8
1147.2,390.4,797.5,4884.5,337.6,2618.5,513.5,337.2,254.8,619.8,0.0,284.5,421.6,574.3,1054.6,5473.8,261.4,2593.8,2593.2,1403.8
1102.9,322.8,753.2,4840.2,293.2,2574.2,668.8,224.2,210.5,575.5,284.5,0.0,377.2,529.9,1010.3,5429.5,632.5,2549.5,2548.9,1359.4
725.7,700.1,375.9,4462.9,84.0,2197.0,461.9,429.9,204.9,198.3,421.6,377.2,0.0,152.7,633.1,5052.3,523.4,2172.3,2171.7,982.2
625.2,852.8,223.2,4362.4,236.7,2096.5,382.0,582.6,357.6,118.4,574.3,529.9,152.7,0.0,532.6,4951.8,443.5,2071.8,2071.2,881.7
757.6,1332.8,346.8,4494.8,716.7,2228.9,862.0,1062.6,837.6,598.4,1054.3,1009.9,632.7,570.0,0.0,5084.2,923.5,1539.2,1538.6,1014.1
4270.3,5728.7,5124.4,589.3,5112.6,3265.6,5257.9,5458.5,5233.5,4994.3,5450.2,5405.9,5028.6,4928.1,5232.5,0.0,5319.4,7755.9,7755.3,4013.7
1016.4,592.4,666.7,4753.7,607.3,2487.7,421.5,685.1,422.0,325.1,261.4,632.5,523.4,443.5,923.8,5343.0,0.0,2463.0,2462.4,1273.0
3447.6,2911.4,1925.5,7184.8,2295.3,4918.9,2440.7,2641.2,2416.2,2177.0,2632.9,2588.6,2211.4,2148.7,1578.6,7774.2,2502.1,0.0,0.6,3704.1
3446.9,2910.8,1924.9,7184.2,2294.7,4918.3,2440.1,2640.6,2415.6,2176.4,2632.3,2588.0,2210.8,2148.1,1578.0,7773.6,2501.5,0.6,0.0,3703.5
256.5,1658.6,1054.4,3424.4,1042.5,1158.5,864.5,1388.4,1163.4,924.2,1380.1,1335.8,958.6,858.1,1162.4,4013.7,1249.3,3685.8,3685.2,0.0
