0.0,714.1,2355.6,1925.2,2768.9,781.4,202.5,870.7,2654.2,603.8,2209.9,1530.1,5262.2
714.1,0.0,2982.2,2551.8,2266.4,278.8,829.1,368.1,3280.8,367.8,1707.3,1027.6,5888.8
2355.6,2982.2,0.0,2496.5,2487.9,3049.5,2281.5,3138.8,3225.5,2871.9,1928.9,1089.6,5833.5
1925.2,2551.8,2496.5,0.0,4984.5,2619.1,1851.1,2708.4,729.0,2441.6,4425.4,3586.1,3479.0
2768.9,2266.4,2487.9,4984.5,0.0,2211.2,2883.9,2342.3,5713.4,2240.5,780.0,2105.4,8321.4
781.4,278.8,3049.5,2619.1,2211.2,0.0,896.3,239.0,3348.1,435.1,1652.2,972.4,5956.1
226.5,853.0,2251.7,1821.3,2907.9,920.3,0.0,1009.7,2550.3,742.8,2348.8,1669.1,5158.3
870.7,368.1,3138.8,2708.4,2342.3,270.7,985.7,0.0,3437.4,524.4,1783.3,1103.5,6045.4
2654.2,3280.8,3225.5,729.0,5713.4,3348.1,2580.1,3437.4,0.0,3170.5,5154.4,4315.1,3189.4
603.8,367.8,2871.9,2441.6,2240.5,435.1,718.8,524.4,3170.5,0.0,1681.5,1001.7,5778.5
2209.9,1707.3,1928.9,4425.4,780.0,1652.2,2324.9,1783.3,5154.4,1681.5,0.0,1546.3,7762.4
1530.1,1027.6,1089.6,3586.1,2105.4,972.4,1645.1,1103.5,4315.1,1001.7,1546.3,0.0,6923.1
5262.4,5888.9,5833.6,3479.1,8321.6,5956.2,5188.2,6045.6,3154.8,5778.7,7762.5,6923.2,0.0
