0.0,468.6,894.3,3053.6,2928.9,2955.2,2001.8,2151.0,868.5,3057.1,896.2,914.2,4174.5
468.6,0.0,425.7,3522.3,3397.6,3423.9,1533.1,1682.4,399.9,3525.8,427.6,445.6,3705.8
894.3,425.7,0.0,3947.9,3823.3,3849.5,1107.5,1256.7,734.7,3951.4,1.9,395.4,3280.2
3038.9,3507.5,3933.2,0.0,231.7,83.7,5391.6,5540.8,3907.4,3.5,3935.1,3953.1,7564.3
2928.9,3397.6,3823.3,231.7,0.0,148.1,5450.7,5600.0,3797.5,235.2,3825.2,3843.2,7623.4
2955.2,3423.9,3849.5,83.7,148.1,0.0,5379.9,5529.1,3823.7,87.2,3851.4,3869.4,7552.6
1962.1,1493.4,1067.8,4532.3,4591.4,4520.6,0.0,149.3,1802.5,4535.8,1065.8,1463.2,2172.7
2111.3,1642.7,1217.0,4681.6,4740.7,4669.9,149.3,0.0,1951.7,4685.1,1215.1,1612.4,2070.7
868.5,399.9,734.7,3922.1,3797.5,3823.7,1842.2,1991.4,0.0,3925.6,736.6,754.6,4014.9
3042.4,3511.0,3936.7,3.5,235.2,87.2,5395.1,5544.3,3910.9,0.0,3938.6,3956.6,7567.8
896.2,427.6,1.9,3949.9,3825.2,3851.4,1105.5,1254.8,736.6,3953.4,0.0,397.3,3278.3
914.2,445.6,395.4,3967.8,3843.2,3869.4,1502.9,1652.1,754.6,3971.3,397.3,0.0,3675.6
4134.8,3666.1,3240.5,6701.1,6760.2,6689.4,2172.7,2070.7,3975.2,6704.5,3238.6,3635.9,0.0
